"date","actual","forecast"
2024-12-17,22,21.2366197705269
2024-12-18,22,21.3709673881531
2024-12-19,22,21.363369166851
2024-12-20,22,21.2882251739502
2024-12-21,20,21.2043994069099
2024-12-22,20,21.1398214101791
2024-12-23,21,21.0976467132568
2024-12-24,19,21.069825232029
2024-12-25,18,21.0476522445679
2024-12-26,19,21.0255126357079
2024-12-27,19,21.0018634796143
2024-12-28,19,20.9770293831825
2024-12-29,19,20.9519816637039
2024-12-30,19,20.9274725914001
